Author	AuthorGender	Concept	ConceptPair	Form	Gender	Manual	Register	Sentiment_Neutral	Sentiment_Positive	Source	Text	Year	confidence	gpt-3.5-turbo	gpt-4	sentiment
_	_	mother	Parent	媽媽	Female		NEWS	No	Yes	CNA	黃志雄的家人表示支持,黃媽媽吳雀表示,一切尊重黃志雄的意見,她說,孩子可以從不同領域為國人服務,也是很好的事情。	2004	0.932853639125824	Positive		Positive
_	_	father	Parent	父親	Male		NEWS	Yes	NA	CNA	警方調查,劉姓商人日前與一名住在中埔鄉的女子發生財物糾紛,今天下午劉姓商人前往中埔鄉公所調解委員會與女子的父親進行調解,警方懷疑整件案子與此有關,警方說,歹徒是有預謀的,同時有人接應,至於作案的廂型車是報廢車輛,目前正由鑑識組採取指紋,全案深入調查中。	1999	0.724130094051361	Neutral		Neutral
_	_	brother	Sibling	兄弟	Male		NEWS	No	Yes	CNA	東寧宮今天傍晚先由道士普渡施食,接著在晚上九時許正式「封鬼門」,道士進行一連串的請神、淨壇儀式,接著持七星劍追趕悠遊人間不肯離去的「好兄弟們」,最後以七星劍封住在艮方的「鬼門」,同時關上東寧宮的「虎門」並貼上符咒,象徵「鬼門」就此封住,自此人鬼殊途、各歸其位。	2002	0.995526254177094	Neutral		Positive
_	_	mother-in-law	Parent_In_Law	婆婆	Female		NEWS	No	No	CNA	雖然被外界指為「惡婆婆」,劉泰英仍稱讚台灣高鐵公司董事長殷琪是「好媳婦」,他說自己和殷琪的父親是好友,殷琪工作認真、聰明、能幹,只是高鐵任務的壓力太大。	1999	0.988638460636139	Positive		Negative
_	_	mother-in-law	Parent_In_Law	婆婆	Female		NEWS	No	No	CNA	林牡丹(四十七歲,女,台北市),結婚十載,丈夫突然腦溢血猝逝,留下兩名幼子和公婆,她出外謀職承擔一家生活重擔,不幸公公又罹患大腸癌臥床,婆婆也中風又患老人痴呆症,經雇主同意彈性上班以照料兩位老人,無怨無悔的孝行深獲稱讚。	1997	0.973480701446533	Positive		Negative
_	_	sister	Sibling	妹妹	Female		NEWS	No	No	XIN	失踪的是他妹妹16岁的女儿和她的孩子。	2002	0.945103347301483	Neutral		Negative
_	_	boy	Not_Adult	男孩	Male		NEWS	No	No	XIN	站在一旁的纳达尔早已没有了凌厉的眼神,又变成了一个有些羞涩的大男孩,他先是用法语向现场的观众道谢,大概是觉得有些“辞不达意”,他又用英语向大家表示了歉意,最后才用流利的西班牙语道出了自己内心的感受。	2008	0.984901368618012	Neutral		Negative
_	_	son	Child	兒子	Male		NEWS	Yes	NA	CNA	在審查被提名人許新枝的資格時,許陽明在詢問時,除了質疑許新枝的碩士學歷有問題外,並提出一份許新枝兒子許世哲擔任富隆公司的常務董事的名單。	1993	0.820499360561371	Neutral		Neutral
_	_	man	Adult	男人	Male		NEWS	No	Yes	CNA	台北市女性權益促進會理事長黃淑英表示,威而鋼的發明解決許多生理性無能男性的困擾,但兩性之間性生活主要問題在於無法營造生活氣氛,並非來自男人的性無能或女人的性冷感,她希望男人不要用威而鋼製造性雄風,而造成女人身心的負擔。	1999	0.84273487329483	Neutral		Positive
_	_	sister	Sibling	妹妹	Female		NEWS	No	Yes	CNA	同行的于海的妹妹也證實十月三日曾碰到過周正龍,並告訴他們拍到了華南虎照片的事情。	2007	0.47974443435669	Neutral		Positive
_	_	man	Adult	男人	Male		NEWS	No	Yes	CNA	在「男人真命苦」系列電影中,他成功塑造了由渥美清主演的「寅次郎」角色,讓日本人為寅次郎這個雖不瀟灑,卻善良又純情的男子著迷。	1997	0.619225680828094	Positive		Positive
_	_	man	Adult	男人	Male		NEWS	Yes	NA	XIN	艺人林嘉欣说,我们是合拍《男人四十》一片认识的,大家对手戏不多。	2004	0.911570608615875	Neutral		Neutral
_	_	husband	Spouse	丈夫	Male		NEWS	Yes	NA	XIN	”老先生还不停地问记者:“警察把尸体抬走了吗?”老妇人抱着丈夫不停地哭泣,嘴里还念叨:“我的儿子,我的儿子。	2010	0.771676540374756	Neutral		Neutral
_	_	son	Child	兒子	Male		NEWS	Yes	NA	CNA	日前媒體報導,江丙坤的兒子江俊德在中國經商,程仁宏當時函請行政院大陸員委會了解與說明,其中是否有利益衝突而未迴避問題。	2009	0.963835895061493	Neutral		Neutral
_	_	mother-in-law	Parent_In_Law	婆婆	Female		NEWS	No	No	CNA	據蘭姆貝蒂回憶說:「阿杰說得沒有錯,在1991年,確實有一條蛇在庭院裡出現,但被我婆婆打死。	2009	0.737275838851929	Neutral		Negative
_	_	son	Child	兒子	Male		NEWS	No	No	CNA	因兒子去年在伊拉克戰死而展開反戰示威的希恩,今天在大批示威群眾的圍繞下,被戴上手銬帶離現場。	2005	0.679082274436951	Neutral		Negative
_	_	woman	Adult	女人	Female		NEWS	No	No	CNA	法院在文件中指出:「根據他和另一個女人互通的訊息內容,據信他涉及婚外情。	2010	0.73096090555191	Negative		Negative
_	_	father-in-law	Parent_In_Law	公公	Male		NEWS	No	No	CNA	許秀桃(五十二歲,女,彰化縣),三年前婆婆重病,舉凡沐浴更衣、清理穢物,皆由她一肩挑,公公也有重聽症,除了照顧公婆,每天上、下午更前往照顧患有老人痴呆症的養母,八十歲的生母住在芬園鄉,她也定時返家省親並服侍。	1997	0.508739233016968	Positive		Negative
_	_	woman	Adult	女人	Female		NEWS	No	Yes	XIN	在过去20年中,处于绝对贫困状态的农村妇女人数增加了50%,而同样处境的男性人数只增加30%。	2010	0.633234620094299	Negative		Positive
_	_	mother	Parent	媽媽	Female		NEWS	Yes	NA	CNA	洪玉欽提出建構台南縣「安全新家園」,包括聘請保全公司,於台南縣三十一鄉鎮市二十四小時機動巡邏,協助警方維持治安;減少公家機關及地方首長警衛人數,將警力全部投入治安,保障百姓的生命財產;編列預算補助全縣國中小學成立「媽媽義工團」,協助安全維護,並逐步建立社區服務與聯繫網路。	1997	0.523380279541016	Positive		Neutral
_	_	man	Adult	男人	Male		NEWS	No	Yes	CNA	主持人何戎第一次從主播跨界主持,代表著六年級生的觀點,同時搭配五年級型男韓雋凱、七年級名模周子雋,三大帥哥聯手搭檔主持,改造台灣男人的生活品味。	2006	0.988985180854797	Positive		Positive
_	_	son	Child	儿子	Male		NEWS	Yes	NA	XIN	她和老伴带着一个患有小儿麻痹症的儿子居住在马游村大村一幢土坯房子里。	2009	0.964762628078461	Neutral		Neutral
_	_	mother-in-law	Parent_In_Law	婆婆	Female		NEWS	No	Yes	CNA	而榮獲今年「神農獎」全國傑出農家婦女的楊麗娜,也帶著富州社區的婆婆媽媽們表演「採茶舞」為活動揭開序幕;竹山茶道協會理事長葉淑盆也領軍在會場泡茶獻藝,立委吳敦義在百忙中特別趕來喝好茶,大力推銷南投的好茶,為茶農加油。	2004	0.976775228977203	Positive		Positive
_	_	father-in-law	Parent_In_Law	岳父	Male		NEWS	No	No	CNA	吳伯雄表示,他對於方力脩這次臨危受命參選,甚至在選前兩天,方力脩的岳父過世,方力脩夫婦仍然強忍著悲痛全力衝刺,尤其表示感激。	1997	0.869704008102417	Positive		Negative
_	_	husband	Spouse	丈夫	Male		NEWS	No	No	CNA	另有十一人受傷,其中一人為遇難台灣女遊客的丈夫,受重傷後被送往廬山醫院搶救,後轉九江解放軍陸軍醫院全力搶救無效,於七月十八日十一時停止呼吸。	2002	0.949376046657562	Negative		Negative
_	_	mother	Parent	媽媽	Female		NEWS	No	Yes	CNA	十年游泳生涯算是交出一張漂亮成績單,由於與中華民國智障者體育運動協會之間在過去互動密切,只要協會辦活動,晉嘉與媽媽都會參與,這次赴阿拉斯加參加冬季特殊奧運會,行前他也跟著忙進忙出,幫其他選手打氣,只是他說,未來的夏季特奧會游泳項目他將不再參加,將機會讓給新人。	2001	0.943867385387421	Positive		Positive
王志	_	father-in-law	Parent_In_Law	岳父	Male		NEWS	No	No	XIN	其后,又迁怒其岳父母管教无方,将其岳父母残忍杀害。	2010	0.845508098602295	Negative		Negative
_	_	father-in-law	Parent_In_Law	公公	Male		NEWS	No	No	XIN	分家时,共有4间新房1间老屋,公公婆婆正为此烦恼。	1996	0.992445409297943	Neutral		Negative
_	_	wife	Spouse	妻子	Female		NEWS	No	No	CNA	彰化市蔡姓男子和妻子結婚二十多年,妻子在三年前中風成為植物人,醫院認為復原無望,蔡姓男子在自願照顧妻子的情形之下向法院訴請離婚,法院審理後認為,被告中風妻子意識不清需人二十四小時照顧,已危害兩人婚姻關係維繫,認為原告蔡姓男子訴請離婚理由正當,應予准許。	2007	0.953010678291321	Neutral		Negative
_	_	brother	Sibling	兄弟	Male		NEWS	Yes	NA	CNA	--18時35分,中華職棒La New對兄弟,新莊棒球場。	2009	0.982030093669891	Neutral		Neutral
_	_	woman	Adult	女人	Female		NEWS	No	Yes	CNA	設計師Zoe表示,Flamenco並非是女人獨有的舞蹈,但目前仍屬女性為學習鑽研此舞蹈的大宗。	2005	0.835007131099701	Neutral		Positive
_	_	man	Adult	男人	Male		NEWS	No	No	CNA	活動入選作品包括「Trust me! NoBody canmakeit」、「不想瘦,我享受」、「不只是女流,不聽從主流」、「沒有醜女人,只有蠢男人」等。	2007	0.993633031845093	Negative		Negative
_	_	father	Parent	父親	Male		NEWS	No	Yes	CNA	來自高雄市的安慶隆在羅馬勇奪聽障奧運男子十項運動金牌,為中華民國爭光,家人為他的優異表現雀躍不已,父親安志全希望他將來能在大陸老家奪牌,光耀門楣,而眼前最重要的,是找一份穩定的教職工作,能再為國增光。	2001	0.964484632015228	Positive		Positive
_	_	mother-in-law	Parent_In_Law	婆婆	Female		NEWS	No	Yes	XIN	他利用这种自行设计的医疗器具,让一位背驼90度的老婆婆置身在具上,配以手法矫正术、药物和卧床修复,使驼背老人也治好了。	1991	0.840803921222687	Positive		Positive
_	_	father-in-law	Parent_In_Law	公公	Male		NEWS	No	No	CNA	當年的金馬獎男主角獎項,兩個「老男人」角色競爭激烈,最後林揚險勝「女人四十」中難纏的公公喬洪,成為一九九六年的金馬獎影帝。	2006	0.80487471818924	Neutral		Negative
_	_	mother	Parent	母親	Female		NEWS	No	Yes	CNA	「彩虹媽媽,母親的另一個名字」公益音樂專輯除「給媽媽的一首情歌」外,還收錄了「愛是相信」、「雲上的愛」等歌曲,未來將隨全國將近五千位「彩虹媽媽」的腳步,與全國八萬名兒童共同分享生命的感動。	2006	0.586005330085754	Positive		Positive
_	_	daughter	Child	女儿	Female		NEWS	No	No	XIN	大女儿1岁多时因脑炎后遗症成了终生残废,生活完全不能自理。	1991	0.996670424938202	Negative		Negative
_	_	mother	Parent	媽媽	Female		NEWS	No	Yes	CNA	台灣年輕愛心媽媽義工團長徐媽媽強調,她們只是純做翻譯,不做醫護和復健工作,不會有傳染病的危險,醫院都有專業醫護人員和助理人員,台灣媽媽在醫護人員陪同下進行翻譯。	1998	0.773570239543915	Positive		Positive
_	_	sister	Sibling	妹妹	Female		NEWS	No	Yes	XIN	昨天,他被老师请回了母校,用自己的亲身经历和感受,给500多名弟弟妹妹们讲述了自己从生活中发现问题、学习知识、长大成材的故事。	2000	0.991102337837219	Neutral		Positive
_	_	girl	Not_Adult	女孩	Female		NEWS	No	No	CNA	與會的婦產科醫生曾炳獻則指出,依照小女孩的傷勢來看,應該是受到電毯燙傷。	1994	0.888615548610687	Neutral		Negative
_	_	woman	Adult	女人	Female		NEWS	No	No	CNA	雖然歐布瑞加上哈蒙的第一輪選票將近57%,但這並不保證歐布瑞一定會贏,因為法國選舉的第一輪選票通常是各表其志,第二輪選票則是策略性的考量,所以兩位女人的激烈戰爭不到最後一刻,難見勝負。	2008	0.720340669155121	Neutral		Negative
_	_	brother	Sibling	兄弟	Male		NEWS	No	Yes	CNA	布坎南一九三八年十一月二日生於華盛頓一個保守的愛爾蘭天主教家庭,家中共有九個兄弟姊妹。	1992	0.967441976070404	Neutral		Positive
_	_	husband	Spouse	丈夫	Male		NEWS	No	No	CNA	翟美玉由於爭取黨內提名失利,與其丈夫縣長陳水在連番說出「重話」批評提名不公,一度準備脫黨參選,最後雖然含淚「踩煞車」,不過,在心結未解的情形下,自選戰以來即靜悄悄,使向來被國民黨視為鐵票的婦女系統運轉失靈,王水彰一路陷入苦戰。	1999	0.885314226150513	Neutral		Negative
_	_	daughter	Child	女兒	Female		NEWS	Yes	NA	CNA	陳恭說,家長對於愛女發生意外感到很突兀,因女兒平時在家裡並沒有異狀;至於女學生為什麼會墜樓,陳恭不願多作揣測。	2002	0.583127319812775	Neutral		Neutral
_	_	mother-in-law	Parent_In_Law	婆婆	Female		NEWS	Yes	NA	CNA	她們藉由柔性的接觸,向早起出門買菜購物的婆婆媽媽們及民眾問好,還強力推銷最關心婦幼問題的陳建銘。	2005	0.559293031692505	Neutral		Neutral
_	_	boy	Not_Adult	男孩	Male		NEWS	Yes	NA	CNA	據分析,在這項調查中,男孩與女孩所表現的顯著差異主要在四種幻想中:希望成為著名運動員的男孩有百分之五十四點九,而女孩只有百分之三十四點八。	1996	0.711963891983032	Neutral		Neutral
_	_	boy	Not_Adult	男孩	Male		NEWS	Yes	NA	CNA	28日晚間黃金時段8時起播出「海角7號」;9月4日晚間播出「練習曲」;9月11日晚間8時播出「冏男孩」;9月18日晚間播出「眼淚」。	2010	0.724431216716766	Neutral		Neutral
_	_	wife	Spouse	妻子	Female		NEWS	No	Yes	XIN	主人公徐侃是典型的知识分子,为了让女儿徐南在国外学习时有所依靠,他和妻子竭力促成徐南和品学兼优的小白结婚。	1994	0.969774305820465	Neutral		Positive
_	_	boy	Not_Adult	男孩	Male		NEWS	No	Yes	CNA	頂著「『男孩特區』接班人」頭銜的「西城男孩」,第二張專輯「Coast to Coast」推出時間訂於今年十一月六日,想不到正好跟「辣妹合唱團」睽違已久的專輯撞期。	2000	0.884147703647614	Neutral		Positive
_	_	son	Child	兒子	Male		NEWS	No	No	CNA	對於兒子被罰,簡小鵬的母親簡女士認為,學校的處理有錯。	2007	0.907617330551148	Neutral		Negative
_	_	wife	Spouse	妻子	Female		NEWS	No	Yes	CNA	陳水扁總統今天到中正機場迎接妻子吳淑珍返國,吳淑珍此次是代表陳水扁到法國領取國際自由聯盟頒發給陳水扁的「二00一年自由獎」,在記者會中,總統當著所有媒體面前向妻子說「珍、我愛妳。	2001	0.992581725120544	Positive		Positive
_	_	sister	Sibling	姐姐	Female		NEWS	No	Yes	CNA	她每天清晨摸黑起床,忙著做飯、修補農場的圍籬和被大雨沖塌的泥路、巡視她的農場、扶姐姐出來晒太陽。	1997	0.960998952388763	Positive		Positive
_	_	husband	Spouse	丈夫	Male		NEWS	No	No	CNA	她說,事發至今兩年餘,丈夫林柱多次前往大陸要求會見兩名兒子,但都無法如願,如今小兒子阿川走了,阿清 (林鏡清,與林鏡川是孿生兄弟) 又被判無期徒刑,她已不知如何是好。	1999	0.63291722536087	Neutral		Negative
_	_	boy	Not_Adult	男孩	Male		NEWS	No	Yes	CNA	前年,一名年僅十四歲的英國女孩莎拉隨父母至安塔利亞渡假,結果不到半個月的時間,與一名十七歲的土耳其男孩木沙發生關係後成親。	1999	0.953302919864654	Neutral		Positive
_	_	boy	Not_Adult	男孩	Male		NEWS	No	Yes	CNA	文宣中,由劉昭儀這一位客家媳婦貫穿全場,她一一學習「客家男孩凍(很)聰明、客家菜凍(很)好吃」等客家話。	2005	0.991919100284576	Neutral		Positive
_	_	daughter	Child	女儿	Female		NEWS	Yes	NA	XIN	科威特移民总局局长鲁维赫10在这里说,科威特的大门是向外国各个年龄层的女性开放的,凡符合科威特法律,在科威特逗留和居住的人均享有与其母亲、妻子、女儿或姐妹在一起的权利。	2002	0.618282079696655	Neutral		Neutral
_	_	father	Parent	父親	Male		NEWS	No	No	CNA	偶像團體南拳媽媽中的宇豪被父親友人逼吃炸蜘蛛,抵死不從;蔣偉文吃大鍋泡麵,誤把飛蛾當油蔥,生咬活吞;亮哲受招待全羊大餐,現殺放血剝皮川燙,嚇到不忍觀看!藝人驚悚的飲食經驗,將在三立都會台「淘氣過生活」進行恐怖大揭露。	2007	0.919306874275208	Neutral		Negative
_	_	wife	Spouse	妻子	Female		NEWS	Yes	NA	CNA	檢方昨天下午分赴徐志明妻子大寮鄉長徐張貴華辦公室及徐志明後援會搜查疑似賄選證物,並帶回九名後援會幹部偵訊,至今天上午,仍留置葉姓與林姓兩名幹部。	2001	0.716657638549805	Neutral		Neutral
_	_	daughter	Child	女儿	Female		NEWS	No	No	XIN	掬一把女儿泪,暗暗洒向大本营,洒向博格达峰。	1998	0.890631020069122	Neutral		Negative
_	_	girl	Not_Adult	女孩	Female		NEWS	No	Yes	CNA	琇琇表示會透過噗浪平台與網友交流這次探訪行程的愛心點滴,有意認養「雲南大山女孩」者可電至善愛心專線:(02)23560118;網址:www.friendshipcit.org。	2010	0.858250737190247	Neutral		Positive
_	_	man	Adult	男人	Male		NEWS	No	No	XIN	突然,有一30岁左右的男人跑过来向警车招手,警车骤然停了下来。	1994	0.751022934913635	Neutral		Negative
_	_	sister	Sibling	妹妹	Female		NEWS	No	No	CNA	凌志慧轉述妹妹的話說,遭到北韓監禁期間,她的牢房24小時都有2名警衛看守,因為沒有熱水所以很難洗個澡,也沒有地方運動,只能在牢房內走來走去,有時一天多達數小時。	2009	0.70480489730835	Neutral		Negative
_	_	brother	Sibling	弟弟	Male		NEWS	Yes	NA	CNA	簡姓農會會員指出,周姓女子的弟弟在農會會務股擔任臨時人員,隨後就升任正式的技工,阿姨在農會擔任臨時人員三年多,去年也升任技工,令很多工作十多年的臨時人員非常羨慕。	1999	0.603925228118896	Neutral		Neutral
_	_	mother-in-law	Parent_In_Law	婆婆	Female		NEWS	No	No	CNA	歷經雙重災難,路過鬼門關的許春銀,仍樂觀以對;越南媽媽武氏燕芝,挑起家庭重擔;視障楊發春走過家暴,忍辱教子;夫罹癌、子智障的張雪嬌,樂觀奮鬥;單親媽媽廖淑玲,二對雙胞胎和高齡婆婆是她甜蜜負擔;陪殘夫賣彩券的蘇千惠;大陸新娘張柳菁,先生肝癌過世,獨立照顧子女和公公。	2007	0.618117213249207	Neutral		Negative
_	_	boy	Not_Adult	男孩	Male		NEWS	Yes	NA	CNA	市府指出,日本在男孩節懸掛鯉魚旗以示慶祝,用來表達父母期待孩子勇敢堅強的願望。	2010	0.570751368999481	Neutral		Neutral
_	_	father	Parent	父亲	Male		NEWS	No	No	XIN	受救助的孩子比一般学生更加珍惜学习机会,修水县失学儿童徐祖林的父亲患精神分裂症多年,母亲已改嫁,与年迈的爷爷、奶奶相依为命。	1994	0.786595582962036	Neutral		Negative
_	_	son	Child	兒子	Male		NEWS	No	Yes	CNA	霖園集團關係企業國泰人壽副總經理兼發言人李永振今天凌晨12時30分,緊急召開記者會,證實集團創辦人蔡萬霖在昨天(27日)晚間6時49分,病逝於國泰醫院,病逝時蔡萬霖的四個兒子三個女兒,均隨侍在側。	2004	0.890388309955597	Neutral		Positive
_	_	boy	Not_Adult	男孩	Male		NEWS	No	No	CNA	留著短髮、穿吊帶褲、不時吐個舌頭露出頑皮樣,他的名字叫喬治.波奇特索夫,許多人暱稱他為「喬治男孩」。	1999	0.548761546611786	Positive		Negative
_	_	sister	Sibling	妹妹	Female		NEWS	Yes	NA	CNA	目前就讀於基隆市碇內國小六○四班的張雯媗小妹妹,今天下午放學後便一直沒有回家,張童的父親張聰勝因而到她的房間內找尋是否有相關資料可查詢。	1998	0.622739613056183	Neutral		Neutral
_	_	father	Parent	爸爸	Male		NEWS	No	Yes	CNA	他說,在外工作時是人民保母,回到家是不幸孩童的保母,生活過得很有意義與價值,而且「增加很多孩子叫我一聲爸爸」,內心感到很滿足。	2010	0.965655624866486	Positive		Positive
_	_	boy	Not_Adult	男孩	Male		NEWS	No	Yes	XIN	在最后一丝火焰消失的刹那,小男孩手的中的红棉花绽发成热情似火的花灯,映照着可爱的脸庞。	2010	0.881484806537628	Positive		Positive
_	_	mother	Parent	母親	Female		NEWS	No	Yes	CNA	其他種類花卉也因康乃馨上漲而跟著價揚,包括玫瑰一把100多元、文心蘭一把88元、麒麟草一把18元、繡線一把40元、蝴蝶蘭一盆從150元到2000元均有,端看花朵數和花梗數多少而定,如果想向母親表達另一種心意,用其他花卉也是不錯的選擇。	2007	0.589262127876282	Neutral		Positive
_	_	man	Adult	男人	Male		NEWS	No	No	CNA	報導引述研究人員的話說,女人這種表現其實是試圖在直接比較時,超越同性對手,讓對方看起來遜色,吸引不了男人。	2010	0.979031145572662	Negative		Negative
_	_	husband	Spouse	丈夫	Male		NEWS	No	No	CNA	瑪希東大學的研究證實,與瑪莎一樣受到丈夫毆打的百分之四十二回覆者指出,她們也認同這種痛苦自己承受就可以,尋求家人和朋友救助的比率只有百分之十六而已,尋求警方救助的比率更只有百分之七,只是泰國警方都不同情女方,大多未逮捕毆妻的丈夫。	2002	0.99150675535202	Negative		Negative
_	_	mother	Parent	母亲	Female		NEWS	No	No	XIN	我6岁没了父亲,兄弟3个跟母亲过日子,穷得吃不上饭。	2005	0.947178840637207	Negative		Negative
_	_	son	Child	兒子	Male		NEWS	Yes	NA	CNA	「山裡話」是英國當代劇作家諾德品特一九八八年的作品,這部作品一反品特早年劇作中冗長曖昧的對白,全劇簡潔有力,藉由二個女人到牢房探望丈夫與兒子,卻遭受獄吏身心迫害及凌辱的過程,來傳達反對人與人之間相互壓迫與人世不公義的現象。	1991	0.703837156295776	Neutral		Neutral
_	_	son	Child	兒子	Male		NEWS	No	Yes	CNA	李光耀從一九五九年開始擔任新加坡總理,迄今已經掌握新加坡政權四十九年,雖然他從一九九零年卸下總理職務,兒子李顯龍也於二零零四年擔任總理,但他仍持續擔任國會議員和資政迄今。	2008	0.924262166023254	Neutral		Positive
_	_	mother-in-law	Parent_In_Law	婆婆	Female		NEWS	No	Yes	CNA	看到社區的婆婆媽媽坐一排手腳俐落地包著粽子,蘇嘉全在大家起哄下,也請熱心的民眾指導包起粽子來。	2010	0.880521595478058	Neutral		Positive
_	_	woman	Adult	女人	Female		NEWS	No	No	CNA	財經總編輯胡舒立被稱為「中國最危險的女人」。	2007	0.995414018630981	Neutral		Negative
_	_	sister	Sibling	妹妹	Female		NEWS	No	Yes	CNA	由於傅抱石的其他幾名子女,老大傅小石、老二傅二石、老三傅益瑤,都是在南京頗具高知名度的藝術家,所以,即使在備受香港、日本藝壇肯定,名氣響叮噹的傅益璇、傅益玉,在大陸人的眼裡,只是傅小石、傅二石、傅益瑤的「妹妹」而已。	1995	0.487434208393097	Neutral		Positive
_	_	son	Child	儿子	Male		NEWS	Yes	NA	XIN	”这是乌鲁木齐市一位叫刘京惠的母亲,近日写给在北京上大学的儿子信中的一句话。	2003	0.83926123380661	Neutral		Neutral
_	_	daughter	Child	女兒	Female		NEWS	No	Yes	CNA	今天的錄影是「全民大講堂」開播以來,第一次破例邀請政治人物上節目,胡志強的女兒胡婷婷與兒子丁丁,特別到現場獻花,聆聽爸爸演講。	2008	0.761721909046173	Neutral		Positive
_	_	mother-in-law	Parent_In_Law	婆婆	Female		NEWS	No	No	CNA	據受害人的媳婦呂秀貞指出,這群野狗平常就在她們住家附近成群遊蕩,無人餵養,稍早鄰居小孩也曾被咬傷,她的婆婆就醫後,國軍澎湖醫院醫師潘致遠診治後表示,她的婆婆左耳、左眼、左腳與手背有多處撕裂傷,醫師以抗生素、破傷風等藥物治療後,仍住院觀察中。	2001	0.921536862850189	Negative		Negative
_	_	girl	Not_Adult	女孩	Female		NEWS	No	Yes	XIN	"苏州女孩陈艳青是中国举重队里\\\""说话最不算数\\\""的运动员。"	2008	0.981263756752014	Neutral	Negative	Positive
				父親		Positive					片中的小女孩正是X、Y世代的象徵,穩重的父親則代表國民黨。			Neutral	Neutral	
				女孩		Neutral					「娃娃」是根據作家小野同名的小說改編而來,描述一位從山地來的女孩和她的玩伴迷你豬在台北發生的一連串趣事。			Neutral	Neutral	
				媽媽		Positive					雖然視障,但奕承仍和一般小朋友一樣愛到公園去溜滑梯,最不便的是公園內障礙多,石階常跘倒他們;偶爾也有小朋友竊笑奕承,周妙芳說,奕承不會理會別人的譏笑,只會找到媽媽、擁抱媽媽。			Positive	Positive	
				兄弟		Other					委员李锦开提出“富裕地区市县与山区、边远地区市县互结兄弟市县,带动贫困地区经济发展”的提案,广东省政府立即采纳,专门发文调配了六对市县为对口协助单位,并把过去单一的“输血”扶贫,改变为帮助“造血”,联营开发山区、边远地区资源,发展商品经济,已收到较好的效果。			Neutral	Positive	
				儿子		Neutral					曾在三十年前访问中国、并和“亚洲第一中锋”穆铁柱交过手的翁泽尔德此次不但再次带来了自己的妻子,还把自己在奇才队当助理教练的儿子小韦斯也一同带来。			Neutral	Neutral	
				父親		Neutral					警方今天透露,周方是鄭錫的兒子,射殺父親的動機為何,警方正在調查。			Neutral	Neutral	
				爸爸		Negative					彰化家扶中心輔導的男童小凱因爸爸入獄,媽媽離家,由70多歲的阿公扶養,阿公1人要照顧1家7口人,包括精神異常的伯父及91歲的曾祖母。			Negative	Negative	
				爸爸		Positive					立法院長王金平今晚與女兒王馨敏出席「台北攝影與數位影像藝術博覽會」開幕酒會,這次博覽會也展出王馨敏4張攝影作品,王馨敏說,「有時候會偷拍爸爸,他45度角最好看。			Positive	Positive	
				男人		Neutral					奇怪的是,我们找了半天,也没看到几个男人。			Neutral	Neutral	
				媽媽		Neutral					張媽媽是個不愛說話的人,那天她和阿妹難得在錄音室裡談心,話匣子一開,用卑南語說了許多,大部分都是對阿妹的叮嚀和訓示。			Neutral	Neutral	
				女人		Neutral					《瓷魂》的编导苏时进获得最佳编导奖,《惠安女人》的作曲吴少雄获得最佳作曲奖,《古汉伊人》的舞美设计唐国文获得最佳舞美设计奖,《精卫》的灯光设计秦玉山、卢克强、宋嵘获得最佳灯光设计奖,《末代皇帝》的服装设计徐世民、徐曾获得最佳服装设计奖,《古汉伊人》的编剧结构李安仁、刘永尧、张弋获得最佳编剧结构奖,《早春二月》中饰演萧涧秋的刘辉和《瓷魂》中饰演青花的李倩分别获得最佳男女主角奖。			Neutral	Neutral	
周晓频	_	son	Child	儿子	Male	Neutral	NEWS	No	Yes	XIN	九度春秋,张大权烈士的儿子张平和女儿张燕都上了中学。	1993	0.980794727802277	Neutral	Neutral	Positive
				母親		Segment					山根表示,日本與台灣相同,現代的父母親因為疼愛子女而予以過多保護,孩子們也因此而缺乏團體生活以及如何與人和諧相處的學習機會,結果反而使得孩子養成驕縱習氣,夏令營的棒球教室就是希望能培養孩子們與人相處之道。			Neutral	Neutral	
				媽媽		Propn					新埔鎮農會強調,這次將動員新埔鎮所有的果農,規畫「水梨爸爸」、「水梨媽媽」,分別負責水梨展售及客家美食文化螢,讓民眾不僅吃到最甘美的水梨,還可享受道地客家料理。			Neutral	Neutral	
				儿子		Negative					徐长仁已70多岁,日子过得很紧巴,儿子又遇车祸身亡,他和老伴领着两个不足10岁的孩子过活。			Neutral	Negative	
				妻子		Neutral					印度《瞭望》周刊的编辑夏尔马整场演出中都紧握着妻子的手,并不时用手和衣领拭去激动的泪水。			Neutral	Positive	
				女兒		Neutral					昨天的佛農鎮命案死者是卑詩東部有名的家族,父母、五個女兒、一名女婿和孫子被來自溫哥華郊外柏那比的嫌犯開槍射殺。			Neutral	Neutral	
				女孩		Neutral					小叮噹(哆啦A夢)今年已經三十歲了,百貨公司還拿它當商品代言人,五十歲的史努比則有種天真的模樣,美美的芭比娃娃吸引女孩們蒐藏,有點壞壞的加菲貓也蠻惹人愛,布丁狗、腓立貓、菲比小精靈、米飛兔、喬治猴則是新造型玩偶,娃娃流行持續發燒熱賣呈現新消費趨勢。			Neutral	Positive	
				母親		Propn					「母親為女人」組織發言人特萊契爾表示,母親在家育嬰就像照顧老人及家中病人一樣,是無酬的工作,因此也從來未被計算成經濟生產力的一部分。			Positive	Neutral	
