Form	Year	Register	Source	Text	Label	Score
woman	2018	FIC	Fan Fic	  was now more interested in guiding her body to the rhythm and wondering if the woman ever found the little yellow basket she lamented for in her song. # Toothiana	LABEL_1	0.63066864
woman	2017	FIC	Analog	  going to happen. # And, indeed, here was the question. A woman s voice, concerned and somewhat impatient. " That's all very good,	LABEL_1	0.687104285
woman	2016	FIC	Bk:KillingCupid	  door to Joy's office opened and out walked the date-meister herself. # The woman in front of me bore little resemblance to the photo in her ad. That	LABEL_1	0.995519757
woman	2017	FIC	Bk:Bloodroot	  the clinic. Two EMTs, a slim blond man and an equally slim young woman, carried a stretcher up the steps and into the cubicle two rooms from where	LABEL_1	0.992685676
woman	2010	FIC	Bk:HiddenAffair	  ?.? " I am suddenly at a loss for words. Behind the woman, the apartment is large, a sprawling open room with smooth wood floors,	LABEL_1	0.968626618
woman	2017	FIC	Bk:HauntedIsAlwaysFashion	  , you know. The man is handsome. Are you dating? " a woman asked, breaking into my thoughts. # I looked to my left to see	LABEL_1	0.993967533
woman	2017	FIC	Bk:HarrisonSquared	  doorknob-and then it swung open, pushed from the inside. A very tall white woman in a very long black dress looked down at me. She seemed to be	LABEL_1	0.950680912
woman	2017	FIC	Bk:MostNovelRevenge	  heard the sound of approaching steps behind us, and we turned to see a woman coming around the house, leading a horse. She was a pretty girl with	LABEL_1	0.859908521
woman	2010	FIC	Bk:PossessionPaavo	  he could. The security system had come on. A two-dimensional image of a woman standing outside his door appeared over his desk. She wore some kind of cape	LABEL_1	0.98469007
woman	2015	FIC	Confrontation	  , unscrews the cap, and takes a long drink. Elizabeth wonders if the woman has been drinking all day. She's not slurring, exactly, but there	LABEL_1	0.829178154
woman	2017	FIC	FantasySciFi	  my book out and begin reading when I was interrupted by the approach of a woman I didn't know. Bandoliers criss-crossed her ample chest as if she were riding	LABEL_1	0.98811686
woman	2018	FIC	Fan Fic	  she offered her. Nancy wasn't trying to hide her annoyance though. The woman made eye contact with her in the mirror a few times, and she quickly	LABEL_1	0.900611877
woman	2019	FIC	Fan Fic	  # Artemis and Apolla sit on the thrones in the royal hall. # A woman in brown leather travel clothing goes down on her knees in front of them.	LABEL_1	0.997241735
woman	2012	FIC	Analog	  # Oh, joy, thought Susan. The people were Rachel Cohen, the woman who worked in accounts receivable at LT, and Orrin Gillett, the lawyer who	LABEL_1	0.901858091
woman	2019	FIC	Fan Fic	  for yourself. " # " Hey, miracles can happen. " the fox woman shrugged. # " And as for love, well... " I shuddered as	LABEL_1	0.974465489
woman	2011	FIC	Bk:MotorCityShakedown	  my collar. Perhaps if I got it cut, it might help keep the woman from identifying me. # As I thought, I massaged my dead right hand	LABEL_1	0.968479037
woman	2013	FIC	QuadrantMagazine	  The gate is locked behind them. On the way to the house, the woman, whose name is Mary (the man does not come with them; he	LABEL_1	0.989297509
woman	2017	FIC	Analog	  children's department, a place where mostly only couples, or perhaps a lone woman, would wander, and that during the day. Seeing him there at night	LABEL_1	0.997785568
woman	2019	FIC	SciFI & Fantasy	  her back to the two friends. The door was ajar and Zishe watched the woman lift her glossy sheytl wig from her head and extract the bobby pins below.	LABEL_1	0.994017601
woman	2015	FIC	FantasySciFi	  around it, some squinting at the glare from the invisible fur. One young woman walked by, stopped, and turned to stare right at the spot where the	LABEL_1	0.973433852
woman	2010	FIC	Bk:DoubleBlackSki	  looked square at Stacey. " You know something? They say there was a woman involved. " " They say that? " she said, wiping at a	LABEL_1	0.971446991
woman	2012	FIC	AntiochRev	  once commented, she with the friends named Bitsy and Lorelei.) # The woman turned and yes, it was definitely Elspeth, same pale hair, same long	LABEL_1	0.887296915
woman	2015	FIC	Bk:NightLife	  unlighted doorway of a closed shop and surveyed the street. A man and a woman walked past him arm in arm, and after they were gone, he stepped	LABEL_1	0.992981076
woman	2019	FIC	Analog	  member? " she'd eventually asked. " The specialist? Man, or woman? " # " Does it matter? " they'd replied. # She	LABEL_1	0.992182553
woman	2010	FIC	Bk:BitterInMouthNovel	  was my mother's mother and my great-uncle Harper's older sister. For a woman on her deathbed, my grandmother Iris looked remarkably pulled together. Her eyebrows had	LABEL_1	0.932565987
woman	2014	FIC	FantasySciFi	  in the tiny room under the eaves that they gave me, sharing with another woman who kept her distance and only worked in the house. I ate in the	LABEL_1	0.997820973
woman	2018	FIC	Fan Fic	  birth-right with Tudor blood running in his veins, whereas I was just a humble woman, and only royal through marriage at that. # Nevertheless, I did not	LABEL_1	0.973856151
woman	2018	FIC	Fan Fic	  watched as the boys' eyes flickered, uncomprehending, between the sign and the woman. Anna finally stepped forward. # " She only takes coin, " she	LABEL_1	0.761079669
woman	2014	FIC	SouthernRev	  , he would simply not tell about it. He would lean close to the woman and put his head on her soft, clean shoulder, like he had always	LABEL_1	0.99310112
woman	2018	FIC	Analog	  when he encounters one. It makes more sense to turn his attention to the woman with the cascading ringlets, who has been silent throughout all of this. "	LABEL_1	0.925490797
woman	2019	FIC	Analog	  said. # " Good! " Cal said. # " It's a woman? " # " Goddamn bitch. " # She remembered that she was still	LABEL_1	0.899519444
woman	2017	FIC	Bk:SignLabrys	  strong enough to make people work. # I got to the warehouse. The woman in the office nodded at me. The antipathy people feel toward each other nowadays	LABEL_1	0.806896925
woman	2018	FIC	Fan Fic	  she said and walk toward the garage. # Ten minutes later, the old woman came back with Toto in her arms'' look what I just found in	LABEL_1	0.994986653
woman	2015	FIC	MassachRev	  thought Hke that because, being the boy I stiH was then, a mature woman seemed older to me than her real age. I only found out she was	LABEL_1	0.995837331
woman	2015	FIC	MassachRev	  Hke " don't eat sheHfish today " or " if you see a bHnd woman, cross to the other side of the street. " The Httle girl ate	LABEL_1	0.995695472
woman	2010	FIC	Bk:GhostsDoingOrange	  uncertain. But by the time I knew her, when she was an old woman, that had changed. This was thanks to forces outside her control - her	LABEL_1	0.993892074
woman	2016	FIC	Bk:MidnightSins	  a hooker? Someone the guy had picked up for the night? A street-smart woman who'd taken advantage of a man's death by stealing him blind? Or	LABEL_1	0.984702051
woman	2015	FIC	Bk:ShadowsSelfMistborn	  bowler that, conspicuously, he had not left in the cloakroom. A pretty woman on his arm and a sharp suit did little to clean up a man like	LABEL_1	0.975626588
woman	2016	FIC	Bk:TwistedInnocence	  a woman driver. Tweekers were always paranoid, so may be they considered a woman to be safer. Relieved to be out of that neighborhood, she breathed easier	LABEL_1	0.526809752
woman	2015	FIC	Bk:FirstConfessor	  Baraccus could still somehow help to protect you. " # Magda frowned at the woman across the small room. " Help to protect me? What do you mean	LABEL_1	0.955179513
woman	2015	FIC	KenyonRev	  . He had been sleeping but jerks awake when he hears us. A backlit woman shuffles toward us. It is Asta again. She seems to be the only	LABEL_1	0.989713788
woman	2010	FIC	Bk:HighlandersDestiny	  descendant of the Fae, Uncle Jesse didn't need to find just any old woman. He had to find his True Love, the other half of his soul	LABEL_1	0.789441228
woman	2018	FIC	Fan Fic	  " You'll be hearing from my attorney. " # She looked to the woman who had wiped off her eyes to see better. " And I will be	LABEL_1	0.993543625
woman	2015	FIC	KenyonRev	  " " Me, I wl order paella, first thing, " a chubby woman says. She's wearing a pea-green tracksuit decorated with bright yellow bands, like	LABEL_1	0.993753016
woman	2015	FIC	Confrontation	  the final seating. She managed to save a high-school history teacher by giving the woman a sour look that she didn't see -- but which Mary Beth's opponent	LABEL_1	0.548702955
woman	2017	FIC	Analog	  # She turns elegantly, gliding away down the corridor, thinking: The old woman did get to see the glamorous shoes, after all. # She kicks them	LABEL_1	0.975856066
woman	2010	FIC	Bk:WickedWitchMurder	  mirror before opening the door and gracefully exiting the car. Sue was the only woman in the little seaside town who consistently wore high heels, and she got her	LABEL_1	0.914980412
woman	2016	FIC	Bk:HauntedSeason	  . This person is nearly always a female, and nearly always single; a woman who is the Martha of the place - the doer. In the Bible tale	LABEL_1	0.602453351
woman	2010	FIC	Bk:DogfightLoveStory	  netless basketball. A father snaps pictures of his little girl, while a Chinese woman dances to the water-like rhythms of tai chi, while teenagers bum cigarettes off the	LABEL_1	0.997280717
woman	2015	FIC	Ploughshares	  to dispose of the cash. Trung Ngoc struggled to free herself, but the woman's grip was surprisingly strong, so she shoved her with all her force.	LABEL_1	0.706900537
woman	2013	FIC	Bk:Styxx	  gold crown. " Who is the father of this child? " # The woman paused in her cleaning. " Majesty, why do you ask me something you	LABEL_1	0.996967971
woman	2017	FIC	The Virginia Quarterly Review	  . The TV news ticker reads 5:21 a.m. The weather reporter, a young woman, takes several steps across a mound of snow. Eight to nine inches of	LABEL_1	0.995819092
woman	2010	FIC	ScholScope	  drowsy shadows of the Hollow, I encountered a man named Ichabod Crane. OLD WOMAN 1: Look there. Here comes the new schoolmaster. OLD WOMAN 2:	LABEL_1	0.99328655
woman	2010	FIC	Bk:TalentVanessa	  sole proprietor of the Pennybacker Special Talent Agency - was dying to talk the young woman before him out of her dreams when one of his Talents shambled in from the	LABEL_1	0.93013227
woman	2018	FIC	Fan Fic	  that same time, Hannah was talking to one of the ghosts, a young woman, named, Clarissa, who had died in a 1925 car crash. "	LABEL_1	0.591329396
woman	2010	FIC	FantasySciFi	  , " he said, handing me a gold-initialed cowskin folder with pictures of a woman and kids in it. They looked exactly like everybody else's wife and kids	LABEL_1	0.997402847
woman	2016	FIC	Bk:Consequence	  . No tinfoil hats. But he couldn't remember the last time a beautiful woman chatted him up. If romance was like weather, his life was a drought	LABEL_1	0.978178084
woman	2012	FIC	Bk:NeverSeduceScoundrel	  three shared a raucous laugh as he extracted himself with a lewd pinch to the woman's buttock, his chalice held high above his head to preserve the wine contained	LABEL_1	0.524047434
woman	2018	FIC	Fan Fic	  and going from here lately. I thought they were her relatives. " The woman looked at her questioning, " Are you delivering a pie to her? "	LABEL_1	0.99754864
woman	2010	FIC	Bk:HiddenAffair	  down the street and opens the gate to the building. I saw the same woman leaving the previous day, her hair pulled back in a sleek chignon. She	LABEL_1	0.997581124
woman	2015	FIC	ParisRev	  had been married three times, each time, it was observed, to a woman with bigger breasts. The divorces were because of his drinking, which befitted his	LABEL_1	0.992212176
woman	2010	FIC	Commentary	  not be destroyed if something with hoofs splashed mud on it. He saw a woman with a good hairdresser, a good job, and what Hemingway had called a	LABEL_1	0.937260211
woman	2012	FIC	Bk:VariationsNovel	  a little skirt steak to fry me up. " # Dominic watched the old woman gather herself up from the chair into her walker and make her way into the	LABEL_1	0.962450624
woman	2015	FIC	FantasySciFi	  wonder was dropped on the gemstones beside the mechanical feet. Staring at the old woman, the emissary said, " I told you. What did I tell you	LABEL_1	0.995792627
woman	2013	FIC	Bk:EveryWakingMoment	  hear music, it feels like she's moving on without us. " The woman's eyes misted and she dropped her gaze to the floor. # Footsteps echoed	LABEL_1	0.948415935
woman	2014	FIC	FantasySciFi	  his present whereabouts. In January of 2016 he met Panthea Manziaris, a young woman of Mediterranean beauty, at a concert. (The Rolling Stones still existed?	LABEL_1	0.994766116
woman	2018	FIC	The Maine Review	  it, battering it. I looked through the peephole. It was the same woman with the curly hair and sharp eyebrows. I wondered if they had elected her	LABEL_1	0.503661752
woman	2012	FIC	Bk:Deadline	  the table. This is how we communicate with the spirits. " # Each woman touched the glass with her fingertips. Sophie closed her eyes and began to speak	LABEL_1	0.994311213
woman	2015	FIC	Bk:MasqueMurderer	  is a strange thing, " she said, stepping aside to let an old woman pass them by. The woman moved slowly, nearly doubled over by the great	LABEL_1	0.945742488
woman	2012	FIC	Bk:RulesCatchDevilish	  have stayed in London. She should have listened to Lady Haybury when that wise woman had told her she would find more trouble than welcome in York. She knew	LABEL_1	0.927806318
woman	2015	FIC	Bk:Brown-eyedGirl	  sound? " # It sounded like the kind of day meant for some other woman, someone who was accustomed to being charmed by handsome men. For a second	LABEL_1	0.990858376
woman	2014	FIC	SouthernRev	  , and the fallen trees beginning to decay back into the forest floor. The woman sat on the front step of the cottage and watched her daughter and Tom enter	LABEL_1	0.993855536
woman	2010	FIC	Analog	  to invest in a mining rig and crew. Four days after the Gold Dust Woman received the mayday from the Ritchie Explorer, the freighter came within visual range of	LABEL_1	0.981739223
woman	2012	FIC	Bk:ScrapbookSecrets	  # " Now, Vera, " said Sheila, " you hardly knew that woman. Who really knew her? She kept to herself. " # " She	LABEL_1	0.996716022
woman	2017	FIC	Bk:HomesickForAnotherWorld	  . She doesn't know about the other place. She's just a human woman, after all. She gives us food and clothes and everything, as human	LABEL_1	0.989212632
woman	2016	FIC	Bk:PalomaHorseTraders	  called him by his Comanche name, the one given by Eckapeta, the Comanche woman whose tipi he had shared with Paloma during their memorable trip to Palo Duro Can	LABEL_1	0.790985584
woman	2017	FIC	Bk:BuckyF*ckingDent	  thought which is not bad. # Ted often forgot he didn't have a woman. And in those moments he was probably happier than in the moments he remembered	LABEL_1	0.973373055
woman	2012	FIC	Bk:Restoration	  cart. Following through the binoculars, she watches them # halt beside the young woman and lift her onto the cart, placing # her suitcase beside her. They	LABEL_1	0.997122467
woman	2010	FIC	ScholasticAction	  laid them last night. Ronnie: Are they going to be all right? Woman: As long as the raccoon doesn't come back. N1: Ronnie calls	LABEL_1	0.994368374
woman	2015	FIC	KenyonRev	  to Zeus, king of the gods. One day, Persephone, a young woman by now, is gathering flowers with some ftiends in a meadow near a lake	LABEL_1	0.995879054
woman	2013	FIC	Ploughshares	  instead I focus on an American couple sitting across the room from us. The woman holds in her arms a baby who doesn't look anything like her. They	LABEL_1	0.991584778
woman	2013	FIC	Bk:BodiesWater	  either. Still, I wake up every single morning expecting to see the red-haired woman I used to be in the mirror, but instead I see an old lady	LABEL_1	0.9953264
woman	2019	FIC	Analog	  Operations. # I didn't wring my hands about the thought of killing a woman. Not just at that moment. The training simply took over. # No	LABEL_1	0.992106915
woman	2011	FIC	Bk:Riptide	  its destination. " # Nick's pulse picked up a different rhythm as the woman stepped into the shade mere feet from the table. She was close enough now	LABEL_1	0.983892441
woman	2011	FIC	Bk:AmericaPacifica	  a day. # " This happened yesterday? " Darcy asked. # The woman nodded. Darcy had never really looked at her face before. Her skin was	LABEL_1	0.969715476
woman	2018	FIC	Yale Literary Magazine	  to understand the extremities of human anatomy and psyche? Oh, and could a woman do it? I hope you find my answers sufficiently unspectacular. I won't	LABEL_1	0.894874752
woman	2014	FIC	KenyonRev	  seemed, she tried to shift her position, however slightly, between the broad-shouldered woman, now known to her cellmates as Lupe, and la anorxica, who had	LABEL_1	0.995518148
woman	2010	FIC	Bk:GloriousNovel	  hadn't left, then he couldn't have returned with the wide-eyed, milky-brown woman who smelled of rose water and wasn't much older than Rlizbeth. He could	LABEL_1	0.915728211
woman	2010	FIC	Bk:SnowGlobe	  , " What does the right buyer look like? " Hopefully, a skinny woman edging toward thirty with unruly brown hair, hazel eyes, a fashionably full mouth	LABEL_1	0.601102948
woman	2019	FIC	Analog	  at consoles whose functions I can not begin to fathom. A man and a woman stand; the latter, with piercing green eyes, seems to stare straight at	LABEL_1	0.994005024
woman	2017	FIC	The Hudson Review	  They most certainly saw. Their sense of gone glory was palpable. A timid woman with green eyes brought the American a plate of meze. Was she being solicitous	LABEL_1	0.724799633
woman	2012	FIC	Bk:WelcomeCommittee	  You know me. This is Mercedes Rivera. " She waved toward the other woman before she said, " They call us the Widows. " # They Call	LABEL_1	0.855945289
woman	2014	FIC	SouthernRev	  see mostly pigeons. " " You don't look closely enough, " the woman said. " I don't know much about birds, " Glenna said.	LABEL_1	0.996571064
woman	1954	FIC	Katherine	  robes, a sparkle of jeweled crimson and ermine, the Duchess was a handsome woman. At this distance, anyway, she seemed imbued with a dark slender majesty	LABEL_2	0.991626501
woman	1950	FIC	LoveHonor	  you and I were old friends. I bought it to send to a homesick woman overseas. " " You didn't fool Ella Crane for a minute. She	LABEL_2	0.562049389
woman	1953	FIC	GoldenApplesSun	  daisy on a green field. The embroidery needle rose and vanished. The second woman was working on the finest, most delicate piece of embroidery of them all,	LABEL_2	0.991448462
woman	1952	FIC	Harpers	  , boy. " " Thanks, " said Joe. He turned to the woman. " Maybe, " he said urgently, " if you tell them you	LABEL_2	0.843790829
woman	1954	FIC	Harpers	  inviting a phase of history. Mrs. Courtenay was a big, bossy, cheerful woman and an excellent housekeeper, so there was at least one advantage about the arrangement	LABEL_2	0.992483914
woman	1956	FIC	Compulsion	  about being in love with her. On impulse he was visiting a young married woman, a member of his birding class. She was one of the more interested	LABEL_2	0.99584794
woman	1950	FIC	ShadowMan	  I obey orders, that's all. " " A rare trait in a woman, " Bob chuckled. " I wish she'd obey my orders, "	LABEL_2	0.9916026
woman	1950	FIC	Disenchanted	  woman of infinite charm, Manley was thinking, as a brilliant imitation of a woman of infinite charm. " I wish I had more chance to talk to you	LABEL_2	0.967891395
woman	1951	FIC	ReturnParadise	  of professional interests in common, and his little wife was such a dear little woman; she liked to read the guidebook aloud, and Hayden would enjoy them both	LABEL_2	0.996902227
woman	1955	FIC	DreamKings	  glorious and furious all at once. Go back down, Thomas! This is woman's business up here! Don't take another step! I forbid it!	LABEL_2	0.717773318
woman	1953	FIC	ReturnLannyBudd	  diamond tiara; she watches everybody who comes near me. If she sees a woman showing too great interest in me she wants to tear her hair out, or	LABEL_2	0.993666232
woman	1955	FIC	BandAngels	  delightfully salacious grin, accompanied by a lewd wink. " This is the goddamnedest woman I ever encountered, " Jeff muttered, herding the little * * 27;	LABEL_2	0.505133927
woman	1958	FIC	Terrace	  saw. It was an ink sketch, done with great care -- a naked woman, lying on her back, her legs open. " Got a better one	LABEL_2	0.67216754
woman	1951	FIC	ReturnParadise	  which his mind flowed smooth and full. He was proud of escorting this young woman, so wise, so warmly beautiful, so affectionate -- but only to him	LABEL_2	0.996471286
woman	1958	FIC	Play:EpitaphBluebird	  . That's Australia. She lives up there. MAMA LOU Like a rich woman in the big city. Gives a party every night. Lots of nice soldiers	LABEL_2	0.992618263
woman	1952	FIC	LaughingKeepFrom	  But sometimes, for days, he wouldn't see Mr. Richards -- only this woman. And, as time went on, she became more and more familiar with	LABEL_2	0.945322871
woman	1957	FIC	Play:Founders	  he has guided me here to the work I was meant to do and the woman I was meant to wed. I feel my strength equal to this wilderness now	LABEL_2	0.977947295
woman	1954	FIC	LoveIsEternal	  by ten years or so, and she is, or was, a beautiful woman -- it's been so long since I've seen her that I can't	LABEL_2	0.668388963
woman	1950	FIC	LoveHonor	  touched his cap and slid behind the wheel. She was the most distinguished looking woman present, he thought as he followed her from the dining room. The sweeping	LABEL_2	0.985406041
woman	1955	FIC	FlightFromNatchez	  full weight of what would be expected of him when he reached the indomitable old woman who waited for him now and whose heartbeat he felt as if in his own	LABEL_2	0.826387405
woman	1950	FIC	LoveHonor	  clothing staring up at the sky through the black lenses of sunglasses. Man and woman pacing the beach, her multicolored parasol a moving splash of vivid color. Gypsy	LABEL_2	0.900370002
woman	1954	FIC	DawningDay	  . " But you deserved it. If you're going to be an island woman, you'll have to stop thinking everything that happens is personal. " "	LABEL_2	0.563092053
woman	1959	FIC	Unanointed	  , for she is a dear friend and has become a remarkably good and sensible woman, " Joab felt a trembling pass over him at the companionable intimacy of the	LABEL_2	0.984816372
woman	1954	FIC	Perfectionist	  taken a small suite at the hotel, considering it an indelicacy to usher a woman directly into a bedroom. Carol seemed impressed, and looked around as inquisitively as	LABEL_2	0.99606508
woman	1951	FIC	Hangsaman	  look as she looks now, " he said. " Mama's a serious woman, " his sister said. " Mama's proud. She's the proudest	LABEL_2	0.996695161
woman	1958	FIC	DaughterEve	  . She would encourage him but she would remind him that she was no ordinary woman, and she could best accomplish this dual purpose by bestowing a gift on him	LABEL_2	0.995242715
woman	1952	FIC	WorksLove	  'd better get along, Brady, if I'm going to keep the little woman in line. " Now, both Lee and Bryce were pretty big men,	LABEL_2	0.975970507
woman	1954	FIC	ThirdGeneration	  they didn't and now he's a famous man and she's a famous woman and they meet sometimes and have tea. She speak me today. " "	LABEL_2	0.602836788
woman	1957	FIC	VelvetHorn	  wife for six or seven months, " and now I am married to a woman I love and I am settled and profoundly happy. I haven't had lunch	LABEL_2	0.996578515
woman	1958	FIC	Maggie-Now	  of Lex that way. " " He only appeals to a certain type of woman, " said Martha. She smiled. " I guess he does. And	LABEL_2	0.609731197
woman	1959	FIC	Hawaii	  Teroro proposed: " I shall talk with Marama. She is a very wise woman. " And it was Marama who devised the plan. " The island knows	LABEL_2	0.759440601
woman	1959	FIC	Harpers	  prepared to force the issue by insisting that we take her with us. The woman, Travers pointed out, was determined to stay there until she died. She	LABEL_2	0.814142764
woman	1958	FIC	HardBlueSky	  so. " " My darling little Frances will grow up to be a lovely woman, tall and fair, and someday she will find a man who is as	LABEL_2	0.993302941
woman	1959	FIC	Eva	  waited longer, I would die without having known what it was to be a woman. He was tender, and even humble, and I succeeded in losing myself	LABEL_2	0.9534536
woman	1955	FIC	DreamKings	  I did! And she was a fair, fine lady -- as Christian a woman as ever walked this earth! | Thomas and me are friends, said Cathie	LABEL_2	0.963249207
woman	1952	FIC	LaughingKeepFrom	  but she was not. Madame Shanghai went bravely down the steps walking like a woman used to going into a cage with wild animals. I followed her to the	LABEL_2	0.59782666
woman	1950	FIC	Play:StringPearls	  MEEKER on at the hall door. She is a nice, efficient characterful English woman of middle age, wearing a nurse's uniform. MRS. MEEKER Excuse me	LABEL_2	0.951367855
woman	1956	FIC	DontGoNearTheWater	  " Well, " Lieutenant Griffin said. " So the great lover had a woman taken away from hi -- nd by an enlisted man! " Suddenly Pendleton leaped	LABEL_2	0.957656682
woman	1959	FIC	TentsWickedness	  you'll ever worm your way into, but I'm a flier! No woman is ever going to come between me and flying. " Max, bless him	LABEL_2	0.971983135
woman	1956	FIC	LastHurrah	  to Washington. It's a vivid demonstration of what the love of a good woman can do for a man. In the meantime, however, he's out	LABEL_2	0.919828117
woman	1959	FIC	Hawaii	  marry. " She will fit you appropriately in all ways, " the older woman had decided, and she was right. His subsequent girls Teroro had picked for	LABEL_2	0.983054876
woman	1952	FIC	Build-Up	  only one thing that would complete his happiness and that would be to have a woman like Charlotte Stecher to share it, if she would. Why not ask her	LABEL_2	0.99360162
woman	1952	FIC	Mov:SuddenFear	  . LESTERI can't think of anything more exciting than drinking champagne in a pretty woman's bedroom. MYRAI can't think of anything more exciting than drinking champagne with	LABEL_2	0.50572896
woman	1951	FIC	GodsMen	  her gifts and graces. He might look the world over and not find a woman so suited to him, who was at the same time attainable. " You	LABEL_2	0.989283085
woman	1954	FIC	Play:BadSeed	  ? -- comes to take care of him. She is a graceful, lovely woman, like an angel. I suppose my brother must have died, for afterward	LABEL_2	0.98358053
woman	1954	FIC	Harpers	  then appears relatively safe (with Pullman odd man and General) to ask extra woman, and extend invitation to Mary Singer, who is not only Head of distinguished	LABEL_2	0.985636473
woman	1952	FIC	Sybil	  She was the first. She was only fourteen, but she was already a woman and muy cachonda, and we took turns with her... and... And	LABEL_2	0.921199441
woman	1958	FIC	HardBlueSky	  , rose to greet her friend. Mrs. Willow was a large and overwhelmingly vocal woman, with a great bosom and an indefinable air of having lost some vital possession	LABEL_2	0.994215071
woman	1953	FIC	GoldenApplesSun	  that right, Benjy? " Cora smiled a smile much too dazzling for a woman fifty-five years old. " While you wait for your vittles, Tom, just	LABEL_2	0.995833993
woman	1952	FIC	Harpers	  forward with a quick smile. " S'ere..., " said the woman, handing out a pound note as if to a blank wall, "'	LABEL_2	0.535910964
woman	1950	FIC	Play:WhateverBattle	  . It comes up this time on small stage right and reveals a man and woman narrator standing at a microphone.) FIRST COMMENTATOR Great things do not just grow	LABEL_2	0.932708859
woman	1950	FIC	Disenchanted	  a 6 car or a 12. " She was a pleasant and helpful young woman, and he thanked her. It occurred to him that Joe had probably,	LABEL_2	0.992952168
woman	1958	FIC	MountainRoad	  realized. ITelen was strong, he realized, as he listened to this Chinese woman talk. She carried herself with strength; Helen would have made the policemen help	LABEL_2	0.850625813
woman	1952	FIC	CatherineWheel	  , moreover, watched Maeve Maxwell grow from a thin and tearful littlep115orphan into a woman nearly as confident and nearly as beautiful as Katharine. When Victor, borrowing his	LABEL_2	0.993780077
woman	1955	FIC	BandAngels	  . " Come, " lie said firmly, Auntie Manic was a very dynamic woman. Everybody said so. She could be charm itself, and there was almost	LABEL_2	0.981420577
woman	1952	FIC	Harpers	  . Joe, without more than a moment's pause to think, offered the woman his comic book about the African head-hunters, and when the policeman came back through	LABEL_2	0.739435136
woman	1955	FIC	BangDrumSlowly	  the days when they had first known each other. She was such a remarkable woman, so free from ordinary female vanity that he could confess to her that in	LABEL_2	0.995946109
woman	1959	FIC	TentsWickedness	  the worldly education of Junior Sailen, had procured for the tiny man a tiny woman and had rented for them a tiny room with a tiny bed in a tiny	LABEL_2	0.954243302
woman	1952	FIC	CatherineWheel	  he would not divorce Maeve; he would not, that is, unless another woman appeared with her hands outstretched, delighted to take his life in them. No	LABEL_2	0.993308425
woman	1958	FIC	Maggie-Now	  have a two-year-old baby. " She ain't married, " said Pat. |p152The woman exchanged a surprised look with her husband and their son grinned. " That's	LABEL_2	0.908876836
woman	1952	FIC	Build-Up	  we can have a life economically together -- inour old age. What can a woman do? I'm very lucky. You will come and visit us, wo	LABEL_2	0.95451957
woman	1955	FIC	BandAngels	  It's bigger. And I've got an ocean of booze that this amazing woman of mine seems to have smuggled in. " He winked at Peter, and	LABEL_2	0.996871769
woman	1958	FIC	WinthropWoman	  your fingers, which was as pleasant a sensation as running your hands over a woman, and though he knew that with this abundance the Americans had developed a culture	LABEL_2	0.941688597
woman	1956	FIC	BoonIsland	  obvious, even to the most casual observer, that your passion for this young woman is rapidly approachingthat stage which may only be called pulsatory, and as -- "	LABEL_2	0.650649786
woman	1969	FIC	ChosenPlaceThe	  was moved almost to the point of tears. " You're the most beautiful woman in the world. " And in the eyes of Jim Kittering, she was	LABEL_2	0.995811105
woman	1966	FIC	EfficiencyExpert	  discouraging, laughable, and beautiful experiences while we emulated the Bible Dorcas, that woman " full of good works and alms deeds. " There never was a Peabody	LABEL_2	0.692002535
woman	1964	FIC	RightDie	  : Lon Cohen, confidential assistant to the publisher of the Gazette, and a woman who is on intimate terms, not familial, with a certain highly distinguished citizen	LABEL_2	0.613853812
woman	1965	FIC	DoorbellRang	  . It was now more than ever desirable not to be interrupted by a cleaning woman or anyone else. I went and examined the couch and found that underneath the	LABEL_2	0.694002032
woman	1965	FIC	DoLordRemember	  the use; in fact, it's kind of a miracle for a beatup woman to look so good. Prove that you can't tell the book by the	LABEL_2	0.987842083
woman	1962	FIC	SimpleHonorable	  the Christiancharity of Hal. He would walk ten miles to please a childp274or old woman, slave for hours with no pay or recompense but a smile. Jess liked	LABEL_2	0.892699957
woman	1967	FIC	HallMirrors	  sorts and kinds and shapes of humanity. Every one of them -- man, woman and child -- was the same cat. It was the greatest Big Store trip	LABEL_2	0.974144399
woman	1960	FIC	Perfectionists	  new suit and shirt he had bought. Then he took Mary Ann, the woman he had met on the beach, out to dinner. She would look magnificent	LABEL_2	0.996666491
woman	1961	FIC	ChairmanBored	  , " she said, " though he's a patient man. With a woman more satisfied with herself, less critical and more appreciative of his good qualities,	LABEL_2	0.983506799
woman	1965	FIC	Harpers	  slipped under some stone, or into a crevice somewhere, " said the old woman, terribly pleased to be concerned for somebody and very gingerly turning over the stones	LABEL_2	0.728035033
woman	1968	FIC	MorningNoonNight	  often ruin themselves for a woman, but is there any record of a great woman ruining herself for a man?) How commendable the practical perspicacity that may look	LABEL_2	0.956060231
woman	1967	FIC	Arrangement	  how can I deny it? -- flattered. After all, I am a woman. " I enjoy your company, you know that. You're the only	LABEL_2	0.934700906
woman	1968	FIC	Harpers	  typewriters, stitchers, paper cutters. His eyes were gleaming as at a lovely woman he expected to love him back. But to Mr. Goode, machines represented figures	LABEL_2	0.984155774
woman	1966	FIC	EfficiencyExpert	  unexpected, sacred, beautiful explanation, such a one as the heart of a woman could imagine, if she were young enough and happy enough to hope. She	LABEL_2	0.996150255
